,cluster 0,z-score 0,cluster 1,z-score 1,cluster 2,z-score 2,cluster 3,z-score 3,cluster 4,z-score 4,cluster 5,z-score 5,cluster 6,z-score 6,cluster 7,z-score 7
146,value_FOXP2,0.14353112444472413,value_H3.3,-0.05563701326365418,value_RBBP4,-0.04278681601922568,value_BNC2,-0.05009691299606909,value_GUCY1B3,-0.031893548367721215,value_ATF3,-0.032652160976496675,value_PATZ1,-0.04449174231602398,value_DNA-RNA_hybrid,-0.04524985794641899
147,value_NANOG,0.14282954614834562,value_LIN28B,-0.05748354595148543,value_KDM1A,-0.043233029653620116,value_RARA,-0.05603087888978768,value_TWIST1,-0.03194407631123468,value_RBBP4,-0.03272782830097865,value_KDM1A,-0.04707833317032567,value_KDM1A,-0.04684005870677742
148,value_RXRA,0.13724724687855566,value_CASZ1,-0.05853361867521404,value_CTBP2,-0.04542130591126608,value_LIN28B,-0.05662059655589012,value_ARID1A,-0.03202281033510311,value_ARNTL,-0.032748812803251544,value_BNC2,-0.0481895580922402,value_TOP2B,-0.04695689379265091
149,value_PPARA,0.13357092874424745,value_PAX6,-0.058706316760528544,value_PAX6,-0.04594533507048362,value_CASZ1,-0.057383388665680116,value_CREB1,-0.03275484589308206,value_TCF4,-0.033423765227611965,value_SMC1A,-0.04876275782376588,value_BNC2,-0.04794563389154503
150,value_TWIST1,0.13140568333321073,value_VSX2,-0.06191554164652478,value_HINFP,-0.047090887894450005,value_PAX6,-0.057829736979920644,value_MCM3,-0.03320557372574545,value_MEF2A,-0.0336462671046181,value_CDYL,-0.04887218144462481,value_PITX3,-0.04981335823652742
151,value_RBBP4,0.12445141722056867,value_PITX3,-0.06433223267403197,value_GATA2,-0.04827632559058161,value_CDYL,-0.06224740168976724,value_TCF4,-0.03361497493006067,value_CSRNP3,-0.03397464105102073,value_MAU2,-0.048937543489036256,value_CTBP2,-0.05033010923351228
152,value_DYRK1A,0.12200139745755398,value_ATF3,-0.06437092998290002,value_CASZ1,-0.049044810744282206,value_ATF3,-0.06341472297571009,value_CSRNP3,-0.034169009458024854,value_ZFHX4,-0.03408470763503309,value_RARA,-0.04948787109524654,value_GATA3,-0.05241831905471546
153,value_H4K20me1,0.11833516358251309,value_MED1,-0.0649495683216801,value_HIF1A,-0.04969816300113805,value_PITX3,-0.06546099576661901,value_ZFHX4,-0.034279707202900855,value_ZC3H10,-0.03464163109657663,value_PAX6,-0.05266039429849498,value_PAX6,-0.0543461473850329
154,value_STAG1,0.11744314928203808,value_RFX5,-0.06818811934410132,value_GATA3,-0.049963040375262814,value_VSX2,-0.06589336734865504,value_ZC3H10,-0.0348398244811456,value_KAT2A,-0.03528715356712596,value_RAD21,-0.05370213456665901,value_LIN28B,-0.055367978886551844
155,value_SUZ12,0.11036295917861028,value_CDYL,-0.06846789997984284,value_MED1,-0.05049906252159111,value_OTX2,-0.0683819144128319,value_MEF2A,-0.03540052164395002,value_CREB5,-0.0355935741017538,value_OTX2,-0.055158218759230465,value_VSX2,-0.05946191088103578
156,value_SMARCC1,0.10146882038278182,value_GATA3,-0.06869378404202815,value_RARA,-0.0510097066983721,value_RFX5,-0.0693280015202485,value_CREB5,-0.03579722750488786,value_FOXM1,-0.035871256442571685,value_H3.3,-0.0563591739611658,value_SMARCA4,-0.05957459475102439
157,value_ATF4,0.09848481412008958,value_OTX2,-0.06954257858577095,value_LIN28B,-0.05606849059226936,value_MED1,-0.07010210667935476,value_CHD7,-0.03584213977379913,value_ESRRG,-0.03628799318742789,value_CASZ1,-0.05671197207091788,value_CDYL,-0.05996828653048125
158,value_PHOX2B,0.09572138865413395,value_Crotonyllysine,-0.07214896918444408,value_PITX3,-0.0562909705219822,value_RBPJ,-0.07041541617223294,value_SUZ12,-0.03617214049395544,value_RARB,-0.03820281941115542,value_NFIB,-0.05681628491711529,value_ATF3,-0.0606877005252601
159,value_TSHZ2,0.09494491901858176,value_GATA2,-0.07226856906118227,value_SIN3A,-0.05656831901327964,value_GATA3,-0.07056707778036954,value_H3K27me1,-0.036367862795125896,value_CREB1,-0.038347484504759666,value_MED1,-0.0568734762850024,value_GATA2,-0.06103519676676131
160,value_CREBBP,0.0918631558540632,value_RBPJ,-0.07238597100016544,value_ATF3,-0.05820681335560663,value_TOP2B,-0.0720298996567951,value_ESRRG,-0.036495630242172,value_ARID1A,-0.03851148822930774,value_GATA3,-0.05734194189261211,value_MED1,-0.06308751115222343
161,value_FOXC1,0.08802682988795575,value_HINFP,-0.0724576637103044,value_USF2,-0.058955143948949934,value_USF2,-0.07473299360237635,value_AFF1,-0.03760982579718932,value_OTX2,-0.038529837494307426,value_TFAP2A,-0.06014195271270723,value_OTX2,-0.06590580846760254
162,value_TBX2,0.08545636899420944,value_TFAP2A,-0.07290470267779911,value_VSX2,-0.0591772987007425,value_SMARCA4,-0.07519755684552955,value_DNase-Seq,-0.0376680803263175,value_TCF12,-0.0400941660639801,value_ATF3,-0.06099687985862244,value_RBPJ,-0.06758793020393998
163,value_TEAD1,0.08443159699640707,value_THAP1,-0.07563549414620833,value_HDAC2,-0.06012027522090895,value_THAP1,-0.07668035393790155,value_RARB,-0.0384214443578931,value_GLIS3,-0.04055991728873961,value_VSX2,-0.06287333010082867,value_RFX5,-0.06829233667216755
164,value_RNA-DNA_hybrids,0.0824234057941852,value_USF2,-0.0758357180456948,value_NFIC,-0.06127769993157209,value_TFAP2A,-0.07704268953806628,value_ZNF143,-0.039250336956459554,value_SMAD3,-0.04057497933520181,value_PITX3,-0.06296451490475549,value_TFAP2A,-0.07164731998371904
165,value_H2AK119ub,0.07916761740005744,value_SMARCA4,-0.07687073693036167,value_RBPJ,-0.06141589526096491,value_HINFP,-0.07794559095806795,value_H3K36me2,-0.03986948193046631,value_TOX,-0.04164212289635572,value_SMARCA4,-0.06389176854688176,value_USF2,-0.07308200360384803
166,value_MEIS1,0.07385657307647071,value_CHD7,-0.08119217808265061,value_NFIB,-0.06391629967525618,value_MEF2C,-0.07961423775299468,value_THAP1,-0.04050999585884257,value_PATZ1,-0.04262264146382666,value_GTF3C2,-0.0659125004651986,value_THAP1,-0.07337715481854216
167,value_RNF2,0.06672897683814416,value_MEF2C,-0.081746825860445,value_RFX5,-0.06512816553832457,value_GATA2,-0.08098031922463797,value_GLIS3,-0.04079207470232341,value_DNA-RNA_hybrid,-0.04563808911124172,value_RFX5,-0.06609043289699292,value_HINFP,-0.07365608753562498
168,value_SMCHD1,0.05873441461205741,value_NFIB,-0.08202351731445282,value_OTX2,-0.0658753770340256,value_CHD7,-0.08253920561711961,value_OLIG2,-0.04089706158439712,value_EZH2,-0.04588008433176643,value_RBPJ,-0.06677526615993758,value_MEF2C,-0.07632128895650991
169,value_FOSL2,0.05725953621057136,value_TOP2B,-0.08341985939939073,value_TOP2B,-0.07192794430482213,value_NFIB,-0.08708787493848154,value_SMAD3,-0.04102167323312776,value_RBPJ,-0.04702454678908372,value_HINFP,-0.06854074670034382,value_NFIB,-0.07643347038657752
170,value_ZNF92,0.05447200337797983,value_NFIC,-0.08671225857549607,value_FOSL2,-0.07376506040677706,value_PHF8,-0.09258875832726193,value_TOX,-0.04188049600425462,value_MEF2C,-0.047488059227762856,value_ZNF143,-0.06859656555165645,value_CHD7,-0.07659702839269414
171,value_H3K9me2,0.05417041586706202,value_H3K14ac,-0.08907543556791454,value_ZNF143,-0.07384476740177874,value_CRTC1,-0.0927202029890576,value_NFIB,-0.04203892962822436,value_NFIC,-0.04794397632630439,value_GTF3C5,-0.0690532075836835,value_NFIC,-0.08448485999647924
172,value_KLF4,0.051890870043858096,value_CRTC1,-0.09037637605010543,value_THAP1,-0.0783954391553849,value_ZNF143,-0.09377504329641892,value_LIN28B,-0.04285047931057789,value_BNC2,-0.04827063469255081,value_THAP1,-0.06925959470345472,value_ZNF143,-0.08500934190728353
173,value_H3K18la,0.05013929118979663,value_ZNF143,-0.09217184531452627,value_MEF2C,-0.080634182437641,value_NFIC,-0.09439040338404026,value_PATZ1,-0.04393169002416617,value_OLIG2,-0.04983965708225537,value_TOP2B,-0.0699588109799264,value_CRTC1,-0.08888611849242353
174,value_ALKBH1,0.04994032914941351,value_YAP1,-0.0935482317817906,value_CHD7,-0.08605850561502454,value_Crotonyllysine,-0.09537215140298187,value_DNA-RNA_hybrid,-0.045935455860910974,value_CTBP2,-0.05037645635229303,value_GATA2,-0.07107973225565524,value_YAP1,-0.0901480999066875
175,value_TOP1,0.04757647897497275,value_PHF8,-0.09470341665502273,value_YAP1,-0.09130075237287427,value_YAP1,-0.09661932609998009,value_ZFP3,-0.04752092957701439,value_EBF3,-0.05146319961433244,value_MEF2C,-0.07280685681492752,value_PHF8,-0.09049172254696941
176,value_H4K20me3,0.04656072671381685,value_GTF3C2,-0.09735446050578525,value_ARNTL,-0.0927515149899543,value_FOSL2,-0.09692226982134944,value_BNC2,-0.04854711737776115,value_ZEB1,-0.05206493203291255,value_USF2,-0.0728454483575957,value_FOSL2,-0.09335810428697086
177,value_SMARCA4,0.046032700929182546,value_FOSL2,-0.10099964220942376,value_TEAD4,-0.09369590826212584,value_HDAC2,-0.10062323782317664,value_MAU2,-0.04996410648653957,value_RFX5,-0.05226051163805081,value_CHD7,-0.0741517257372194,value_H3K9me3,-0.09350587782133311
178,value_H3S10ph,0.04362222955629539,value_FANCD2,-0.10359671831300549,value_CRTC1,-0.09471922165023293,value_SMAD3,-0.10206218217441837,value_H2AK119ub,-0.05145198445020581,value_H3.3,-0.05528401144355415,value_NFIC,-0.07533626867175351,value_H3K27me3,-0.09536341743280125
179,value_HDAC1,0.041047413196890134,value_EBF3,-0.1044411940659413,value_GTF3C2,-0.09750065912417272,value_FANCD2,-0.10634457184145647,value_CTBP2,-0.05159201022021926,value_PAX6,-0.05571989914107586,value_YAP1,-0.08296499210038637,value_GTF3C2,-0.09811431738432921
180,value_CHAT,0.03836395229431977,value_SMAD3,-0.10575598146655557,value_PHF8,-0.09758043499857734,value_GTF3C2,-0.10643246240848242,value_ARNTL,-0.05367764396748206,value_MED1,-0.056182495489432216,value_ARNTL,-0.08399784846724333,value_SMAD3,-0.0991031948435397
181,value_SNAI2,0.03488939772625239,value_HDAC2,-0.10660235819840182,value_EBF3,-0.10212094635578937,value_EBF3,-0.11021476140949263,value_H3.3,-0.05392493220157287,value_ZNF143,-0.059112536604589004,value_CRTC1,-0.09061785755431793,value_TEAD4,-0.10198917648353302
182,value_CSDC2,0.03430945046214714,value_ZFX,-0.10971638435049119,value_FANCD2,-0.10430223174200519,value_ZFX,-0.11385123657134376,value_CRTC1,-0.05407255129497888,value_THAP1,-0.05933561016456603,value_PHF8,-0.09203912337522711,value_FANCD2,-0.10392961061426527
183,value_SATB1,0.03201144989060799,value_ARID1B,-0.11128364579546463,value_SMAD3,-0.10440751279195543,value_GTF3C5,-0.1147897546779165,value_ZEB1,-0.05458696921532343,value_GATA3,-0.059390691707623754,value_EBF3,-0.09303202850574473,value_Crotonyllysine,-0.10563269939812904
184,value_H3K79suc,0.027474169855752146,value_TEAD4,-0.1121792979645686,value_GTF3C5,-0.10514825954632243,value_TEAD4,-0.11497275844303553,value_PAX6,-0.05603929821763392,value_HDAC2,-0.05965008705713003,value_TEAD4,-0.0936368029906916,value_HDAC2,-0.10643269504337942
185,value_H3K27M,0.02741405883407279,value_FLI1,-0.11259807545293861,value_SMC1A,-0.10766119921589073,value_ARNTL,-0.11542595222110445,value_CASZ1,-0.05713314590446752,value_YAP1,-0.060372357883452014,value_FOSL2,-0.09426025120834926,value_ARNTL,-0.10782199695586295
186,value_AFF1,0.026393236135494734,value_GTF3C5,-0.11345298885926308,value_CPSF3L,-0.11079925238631186,value_CPSF3L,-0.11611212831866198,value_TFAP2A,-0.061756543864671117,value_CDYL,-0.06178952562231367,value_STAG1,-0.09941310929588819,value_GTF3C5,-0.10837116222621956
187,value_SOX2,0.02542951716119502,value_CPSF3L,-0.11863242794816199,value_FLI1,-0.1110002668136811,value_H3K27me3,-0.11691827979791888,value_CDYL,-0.06385536543207636,value_PITX3,-0.06307062366737609,value_HDAC2,-0.10299526215806132,value_EBF3,-0.10906030252526315
188,value_AFF4,0.022239436822785376,value_H3K9me3,-0.12019552527432786,value_Crotonyllysine,-0.11444103860707754,value_SMC1A,-0.1187956161734958,value_SMARCA4,-0.06521248196221294,value_FLI1,-0.06535554162140153,value_FANCD2,-0.10341526957005351,value_OLIG2,-0.10930013829338842
189,value_macroH2A1,0.02110396154831204,value_SMC1A,-0.12158958469593202,value_ZFX,-0.12276325390473565,value_FLI1,-0.12071700019590711,value_MEF2C,-0.06619806245486341,value_GATA2,-0.06633269003834022,value_SMAD3,-0.10357351819948298,value_CPSF3L,-0.11167808595771135
190,value_H3K4me,0.017409505089706286,value_H3K79me2,-0.12367234724929431,value_TCF12,-0.12487705323951631,value_H3K9me3,-0.12124097683943007,value_MED1,-0.06828723210895198,value_CIC,-0.0670173078758704,value_Crotonyllysine,-0.10962403923382391,value_SMC1A,-0.11310353562169863
191,value_SMC3,0.013543581183454266,value_SIN3A,-0.12870809922518694,value_H3K27me3,-0.12888021491405316,value_H3K14ac,-0.12174172894596386,value_HINFP,-0.06904969167515795,value_ASCL1,-0.06783220634171351,value_CPSF3L,-0.11119649671593516,value_ZFX,-0.1156131352496879
192,value_OSR1,0.011030090848257401,value_ARNTL,-0.13092972280294557,value_JUND,-0.12984181496955935,value_SIN3A,-0.12871158416463005,value_YAP1,-0.06917900793452593,value_USF2,-0.06784449119820486,value_FLI1,-0.11522778416273949,value_FLI1,-0.1158472203612164
193,value_ATRX,0.010214037748311085,value_INTS10,-0.13458413056475632,value_H3K9me3,-0.1308870676672714,value_INTS10,-0.13236061220615747,value_PHF8,-0.06957205303173317,value_CHD7,-0.06840174423922363,value_ZFX,-0.11705837120045777,value_TCF12,-0.11764341616454607
194,value_HOXC9,0.009800175625777206,value_ZBTB33,-0.14114309983394613,value_DYRK1A,-0.13140440341938647,value_ZBTB33,-0.14113783973376254,value_JUND,-0.07394594821874481,value_DYRK1A,-0.06982539184511508,value_INTS10,-0.11976281287479279,value_SIN3A,-0.1219468822667941
195,value_CHD4,0.00410441269662857,value_JUND,-0.14268950457981605,value_JUN,-0.1322824452342325,value_ARID1B,-0.14118652804708837,value_EZH2,-0.07452465397701366,value_CRTC1,-0.07055791448271985,value_SIN3A,-0.12095723014268953,value_INTS10,-0.1278583868855774
196,value_POU3F2,0.003522060130313885,value_JUN,-0.14549859368632703,value_INTS10,-0.1335849264960258,value_STAG2,-0.14238558326801068,value_FANCD2,-0.07784096825789187,value_USF1,-0.07405362699999027,value_STAG2,-0.1242217686199067,value_JUN,-0.12951548518018338
197,value_JMJD6,0.0027306905941970406,value_STAG2,-0.14632329731561797,value_PBX3,-0.13535981200704214,value_SMC3,-0.1466392549360005,value_Epitope_tags,-0.07865883724867055,value_TEAD4,-0.07761288255817408,value_ZEB1,-0.12999213762899417,value_ZEB1,-0.12990432915345113
198,value_KDM4C,0.0,value_TCF12,-0.14788889182556533,value_ZBTB33,-0.13725244805896408,value_ZEB1,-0.14704313290763993,value_TFAP2B,-0.08288719598326655,value_GTF3C2,-0.08018784378018172,value_JUND,-0.13042718945864284,value_H3K79me2,-0.1300732279911165
199,value_LMO1,0.0,value_SMC3,-0.14911859634796187,value_USF1,-0.13885901807154516,value_TCF12,-0.15096343503930826,value_Crotonyllysine,-0.0852272984994432,value_GTF3C5,-0.08190296691532323,value_ZBTB33,-0.13187591911951294,value_ZBTB33,-0.132531196148326
200,value_ERG,0.0,value_ZEB1,-0.14927580568563337,value_STAG2,-0.1403250862958744,value_REST,-0.15232337069816265,value_ZFX,-0.0930877888004952,value_FANCD2,-0.0868232107286062,value_REST,-0.13313639357949095,value_STAG2,-0.13499301242980383
201,value_H3K36me1,0.0,value_REST,-0.15389166140114066,value_ZEB1,-0.14662165088352092,value_H3K79me2,-0.1532366511750988,value_SMC1A,-0.09704616095677948,value_BRCA1,-0.0871538932290764,value_BRCA1,-0.13429630801866194,value_JUND,-0.13953080914732188
202,value_TOP2A,0.0,value_H3K27me3,-0.1564304992991485,value_SMC3,-0.14720165176764233,value_JUND,-0.15530414582120702,value_H3K9me3,-0.09802315588166845,value_PHF8,-0.09219492713129969,value_ASCL1,-0.1346926464354833,value_SMC3,-0.1398684682594903
203,value_MYB,0.0,value_DYRK1A,-0.15803145075061936,value_OLIG2,-0.1530571937499955,value_JUN,-0.15541984217310442,value_REST,-0.10113438853782868,value_SIN3A,-0.10006827668464384,value_TCF12,-0.13655026546739368,value_H3K14ac,-0.14236168671134203
204,value_EZH1,0.0,value_PBX3,-0.1589308768110832,value_BRCA1,-0.15347994487148248,value_PBX3,-0.15590359302763332,value_TCF12,-0.10132285927271648,value_Crotonyllysine,-0.10009459013953888,value_JUN,-0.13893308058820505,value_PBX3,-0.1442725513995788
205,value_PARK7,0.0,value_BRCA1,-0.16371805446414775,value_CTCFL,-0.15612157414427458,value_DYRK1A,-0.1604586425633874,value_FLI1,-0.1055361103215156,value_ZFX,-0.10111815104451125,value_H3K27me3,-0.13903500461977092,value_REST,-0.14569828758858325
206,value_ZNF117,0.0,value_OLIG2,-0.16878222510550928,value_H3K79me2,-0.15629135531263613,value_CTCFL,-0.16522526575648427,value_PBX3,-0.10764287115517444,value_CPSF3L,-0.10375617339790318,value_PBX3,-0.14008198683842205,value_ARID1B,-0.15153359290714044
